業績

コード,年度,売上高,営業利益,経常利益,純利益,EPS,ROE,ROA
9017,2025/03,19998620000,2016265000,1612092000,1086996000,282.98,5.71,1.93
9020,2025/03,2887553000000,376786000000,321564000000,224285000000,198.29,7.84,2.2
9021,2025/03,1707944000000,180161000000,165670000000,113958000000,240.08,9.85,3.04
9022,2025/03,1831847000000,702794000000,649294000000,458423000000,465.88,9.96,4.44
9023,2025/03,407832000000,86942000000,77008000000,53748000000,92.51,7.5,2.65
9024,2025/03,901131000000,292735000000,287639000000,258182000000,901.98,45.97,14.08
9025,2025/03,344987000000,21385000000,21295000000,14050000000,264.79,9.57,4.85
9027,2025/03,77256000000,3666000000,3468000000,2248000000,418.03,10.68,6.21
9028,2025/06,147843000000,10228000000,-,7179000000,423.87,16.73,9.71
9029,2025/03,48126040000,2739863000,2935503000,1805858000,136.77,13.37,5.72
9031,2025/03,443495000000,26655000000,28739000000,20810000000,267.21,8.36,2.66
9033,2025/03,33709000000,-1419000000,-1243000000,1379000000,45.4,3.31,1.32
9034,2025/03,16106285000,2018097000,2026196000,1370679000,138.28,6.24,4.1
9035,2025/03,99459000000,3045000000,4010000000,1756000000,51.51,4.03,0.93
9036,2025/03,10370887000,186773000,250085000,105654000,18.67,0.52,0.43
9037,2025/03,146668000000,13213000000,14279000000,8931000000,120.12,9.97,5.6
9039,2025/03,121023000000,12925000000,13143000000,8765000000,215.57,9.14,6.89
9040,2025/03,7758230000,245370000,259488000,305133000,408.88,4.61,3.16
9041,2025/03,1741787000000,84399000000,81538000000,46716000000,245.65,8.59,1.86
9042,2025/03,1106854000000,110879000000,111242000000,67386000000,281.77,6.51,2.05
9044,2025/03,260787000000,34655000000,35599000000,22548000000,199.14,7.24,2.3
9045,2025/03,313546000000,42071000000,40905000000,28266000000,268.32,9.2,3.29
9046,2025/03,22131000000,2006000000,1589000000,1150000000,143.47,4.89,1.27
9048,2025/03,690720000000,42076000000,47671000000,37733000000,192.12,8.17,2.6
9049,2025/03,14459000000,2302000000,2325000000,1736000000,873.56,13.97,6.87
9051,2025/03,18824835000,813618000,935308000,506407000,101.65,8.6,2.69
9052,2025/03,38489000000,4065000000,4185000000,3031000000,136.42,5.26,2.47
9055,2024/03,118844000000,5578000000,6019000000,3570000000,100.7,5.89,3.48
9057,2025/03,48631000000,3239000000,3312000000,2390000000,319.95,10.3,5.96
9058,2024/03,169410000000,7020000000,7152000000,4546000000,485.15,9.14,6.14
9059,2025/03,52009000000,3436000000,3499000000,2206000000,102.96,8.56,4.65
9060,2025/03,66001552000,1228973000,1156344000,461235000,340.58,2.97,0.94
9063,2025/03,38346578000,907112000,1211146000,957479000,472.4,4.1,2.02
9064,2025/03,1762696000000,14206000000,19587000000,37937000000,111.87,6.44,2.99
9065,2025/03,606791000000,43945000000,44679000000,30747000000,570.97,10.49,5.64
9066,2025/03,190806000000,9638000000,10446000000,10854000000,726.33,12.56,6.55
9067,2025/03,46145000000,1266000000,1401000000,1116000000,38.64,4.39,3.02
9068,2025/03,144572000000,14648000000,15769000000,9804000000,491.23,7.54,5.1
9069,2025/03,854550000000,34946000000,33767000000,18610000000,118.9,8.57,2.59
9070,2025/03,156690000000,6611000000,7656000000,3492000000,384.99,3.73,2.03
9072,2025/03,247890000000,23155000000,23969000000,16550000000,133.99,6.85,3.86
9073,2025/03,8421594000,16919000,103873000,103832000,35.38,2.46,1.27
9074,2025/03,37090000000,1554000000,1757000000,1262000000,381.58,4.86,2.92
9075,2025/03,302495000000,7363000000,9917000000,8748000000,217.85,3.06,1.75
9076,2025/03,737377000000,29883000000,28124000000,19253000000,115.41,4.85,2.5
9078,2024/03,49687000000,758000000,886000000,835000000,76.96,3,1.99
9081,2025/03,118149000000,7388000000,7745000000,5083000000,414.22,8.81,3.07
9082,2025/03,19042000000,-21000000,-4000000,132000000,29.6,1.43,0.44
9083,2025/03,52954000000,3474000000,3729000000,2471000000,204.9,5,3.68
9085,2025/03,35990134000,2265341000,2638318000,2262726000,864.85,7.69,5.73
9087,2025/03,8345345000,79422000,117179000,155002000,77.13,2.11,1.63
9090,2025/03,208370000000,10969000000,11633000000,7276000000,54,12.6,5.25
9099,2024/03,116028000000,4777000000,5194000000,3283000000,139.76,7.15,3.11
9101,2025/03,2588700000000,210820000000,490866000000,477707000000,1070.32,16.37,11.06
9104,2025/03,1775470000000,150851000000,419703000000,425492000000,1186.6,15.84,8.54
9107,2025/03,1047944000000,102855000000,308089000000,305384000000,460.11,18.53,13.82
9110,2025/03,247408000000,20224000000,19015000000,18621000000,790.17,11.44,6.47
9115,2025/03,67544205000,11014378000,9131462000,2812147000,83.11,5.89,0.96
9119,2025/03,141866000000,17100000000,17368000000,18367000000,173.6,12.62,5.99
9127,2025/03,5389052000,888047000,888737000,2095920000,1085.86,22.63,16.57
9130,2025/03,15160070000,1372642000,1030296000,5111725000,668.4,20.4,6.61
9142,2025/03,454393000000,58976000000,59571000000,43657000000,278.96,9.56,3.83
9143,2025/03,1479239000000,87847000000,88867000000,58120000000,92.92,10.02,5.59
9145,2025/12,33515000000,2304000000,2266000000,1402000000,58.18,17.23,6.92
9147,2025/12,-,-,-,-,10.79,0.32,0.11
9158,2025/03,47043000000,5343000000,-,3131000000,106.8,10.55,3.68
9159,2025/06,3925672000,351607000,341549000,173070000,62.83,11.01,6.69
9160,2025/12,22039886000,2247950000,-,1256581000,50.16,12.43,3.41
9161,2024/06,158983000000,14124000000,-,9677000000,641.8,10.64,4.69
9162,2025/06,17160468000,436309000,433337000,303542000,11.9,3.18,2.29
9163,2025/10,24158934000,2827490000,-,2086906000,238.74,14.41,8.5
9164,2024/12,57116000000,5186000000,-,2917000000,29.17,10.48,3.76
9165,2025/06,4025193000,384786000,384423000,219807000,93.53,6.71,5.06
9166,2026/01,-,-,-,-,21.56,5.87,1.72
9168,2026/02,-,-,-,-,51.12,17.32,13.12
9170,2025/09,15308721000,1141234000,1025316000,603291000,214.38,11.13,3.67
9171,2025/03,53071000000,2705868000,3302000000,2013000000,159.77,6.71,2.51
9173,2025/12,14288469000,523651000,445443000,368050000,167.7,6.98,1.77
9176,2025/12,13633710000,952375000,849788000,1009516000,12.64,21.17,6.7
9193,2025/03,12041210000,-511658000,-259236000,2044245000,205.46,8.61,6.54
9201,2025/03,1844095000000,168605000000,-,107038000000,245.09,10.98,3.83
9202,2025/03,2261856000000,196639000000,200086000000,153027000000,325.58,13.54,4.23
9204,2025/03,-,-,-,-,36.14,7.91,2.07
9206,2025/03,42900000000,1230000000,1933000000,1923000000,536.5,44.93,7.84
9211,2025/12,11937987000,2309488000,-,1450235000,118.47,19.23,5.48
9212,2025/09,1075413000,-4202000,156990000,127324000,11.27,6.05,4.29
9213,2025/12,1928222000,-113177000,-109768000,-180527000,-136.68,-,-
9214,2025/12,-,-,-,-,92.84,16.46,9.43
9215,2025/11,1922120000,50980000,60045000,46930000,24.92,17.1,6.67
9216,2025/05,36424000000,1069944000,1004000000,452000000,32.07,5.06,3.12
9218,2025/12,6435361000,598776000,438418000,254901000,24.56,18.62,4.75
9219,2025/06,2398476000,-99659000,-101164000,-99975000,-17.9,-,-
9220,2025/03,10967723000,659678000,678569000,406359000,152,11.16,4.59
9221,2025/03,9383585000,1152772000,1432873000,1033234000,87.88,18.48,8.49
9223,2025/03,4266335000,48769000,45540000,-24765000,-1.99,-,-
9225,2025/09,2239359000,202618000,204628000,147560000,72.55,12.86,9.63
9227,2025/03,1608403000,187394000,182126000,161482000,10.24,15.18,7.6
9229,2025/03,26496000000,1114000000,388000000,-925000000,-29.1,-,-
9232,2024/03,60704000000,5306000000,5433000000,5092000000,353.67,15.78,6.87
9233,2025/09,41591491000,2856466000,3023646000,1803117000,99.09,8.21,4.55
9235,2025/07,1567549000,-166907000,-169387000,-444105000,-61.57,-,-
9236,2025/10,654208000,-56652000,-52623000,-85055000,-56.62,-,-
9237,2025/10,1872987000,114647000,117054000,89670000,22.12,11.02,6.51
9238,2025/02,3431976000,121616000,131657000,86373000,37.54,14.85,2.01
9240,2025/07,2740744000,51788000,60273000,35023000,7.3,3.15,2.36
9241,2025/08,1544788000,-17686000,-20614000,28558000,33.85,10.26,2.87
9242,2025/07,1536683000,294035000,297137000,217783000,177.01,14.29,12.19
9244,2025/09,3490010000,187494000,185825000,108128000,75.7,15.07,4.82
9245,2025/12,4364484000,760303000,765416000,531616000,100.95,20.09,7.1
9246,2025/12,5485518000,155681000,144874000,126639000,23.73,5.63,2.73
9247,2025/03,118678000000,22983000000,22487000000,12285000000,241.85,16.79,7.58
9248,2025/09,45984000000,2683000000,2708000000,1564000000,176.68,7.5,3.8
9249,2025/09,11261332000,437204000,468355000,301983000,34.71,5.41,2.17
9250,2025/11,3333680000,-67827000,-97715000,-527903000,-390.94,-,-
9251,2025/10,19378000000,1630000000,-,893000000,62.86,9.93,3.3
9252,2025/08,15510418000,1149747000,-,674026000,252.16,15.48,6.03
9253,2026/02,-,-,-,-,73.91,11.81,8.13
9254,2025/10,2630574000,160351000,166826000,133175000,107.34,31.77,6.94
9256,2025/03,3469824000,380685000,380685000,259935000,72.64,10.75,8.66
9257,2025/12,-,-,-,-,28.08,4.31,2.45
9258,2025/09,3178971000,-76175000,-72473000,-102199000,-15.39,-,-
9259,2025/09,7982449000,912835000,906231000,401999000,71.65,12.42,6.63
9260,2024/12,328936000000,6270000000,6591000000,-1120000000,-26.18,-,-
9262,2025/07,14918337000,850439000,1015164000,702580000,64.64,10.08,6.72
9264,2025/08,10114295000,911908000,986983000,573543000,123.64,13.48,3.8
9265,2025/05,64486000000,838000000,909000000,616000000,249.47,6.86,2.24
9267,2025/06,200786000000,9658000000,9899000000,7066000000,232.49,13.27,5.55
9268,2025/03,268825000000,7048000000,1145000000,-483000000,-7.34,-,-
9270,2025/08,84841115000,1453954000,1315534000,681942000,52.01,9.26,2.2
9271,2025/12,2783840000,567712000,531563000,706854000,109.71,57.02,37.88
9272,2025/03,5171406000,1228407000,1227440000,250944000,25.75,12.53,4.91
9273,2025/06,23269231000,5355182000,5375748000,3637996000,86.38,12.94,10.07
9274,2025/03,670042000000,13544000000,9712000000,7986000000,117.99,9.27,2.27
9275,2025/02,39152906000,1860912000,1819589000,1403861000,142.99,19.98,10.03
9278,2025/05,119205000000,3448000000,3903000000,2101000000,108.54,11.28,3.66
9279,2025/10,35878100000,3367903000,3374634000,2185836000,109.34,21.13,9.93
9301,2025/03,284069000000,20310000000,18620000000,31864000000,85.92,8.5,5.09
9302,2025/03,280742000000,17831000000,18037000000,10040000000,44.75,8.57,3.58
9303,2025/03,193398000000,13275000000,17497000000,20065000000,257.32,7.61,4.56
9304,2025/03,78620000000,4668000000,5583000000,4908000000,84.29,7.62,4.18
9305,2025/03,80922000000,3780000000,3650000000,3091000000,149.71,5.29,1.85
9306,2025/03,29186611000,1241234000,1857012000,1495378000,197.66,5.61,3.08
9307,2025/03,11235479000,1366271000,1379446000,917299000,56.11,5.47,4.1
9308,2025/03,31770000000,3656000000,3836000000,5021000000,199.87,13.62,6.7
9310,2025/03,124765000000,7805000000,8806000000,6041000000,95.74,6.62,3.65
9311,2025/03,38943782000,1928700000,2056821000,1174041000,829.98,5.54,2.65
9312,2025/03,50452000000,2898000000,3101000000,2188000000,335.13,7.23,4.28
9313,2025/11,4931022000,497303000,480845000,311047000,52.53,2.43,1.52
9318,2025/03,470145000,-140554000,-137871000,-150401000,-0.06,-,-
9319,2025/03,27840000000,2189902000,2433000000,1588000000,84.47,3.47,2.69
9322,2025/03,25542740000,1027449000,1179416000,746444000,97.62,3.5,1.94
9324,2025/03,75115000000,3515000000,4977000000,2802000000,96.74,2.99,1.33
9325,2025/03,31614988000,1465098000,1479056000,919000000,85.63,23.38,8.97
9326,2026/02,-,-,-,-,20.37,9.18,1.76
9327,2025/03,10259178000,-78890000,-75592000,123713000,22.88,25.05,4.35
9330,2025/09,1547053000,-73617000,-76033000,-63649000,-44.63,-,-
9331,2025/08,4588129000,-382982000,-386366000,-393260000,-200.6,-,-
9332,2025/03,101560000000,3555000000,3563000000,1935000000,58.9,11.73,6.19
9336,2025/03,80178000000,21548000000,21484000000,14364000000,145.53,15.24,7.77
9337,2025/12,5372804000,707758000,701842000,437145000,133.04,24.15,6.45
9338,2025/12,14431778000,2053695000,1988620000,1779842000,182.98,23.3,8.14
9339,2025/12,3501884000,211816000,202135000,98819000,41.93,3.11,2.21
9340,2025/06,3796454000,658504000,631496000,438584000,44.9,14.97,13.17
9341,2025/03,10006101000,2026131000,2018024000,1413468000,79.79,21.56,16.58
9342,2025/09,2816558000,190339000,191060000,130228000,54.15,22.79,15.67
9343,2025/12,5005091000,1201981000,1215520000,848969000,46.37,29.91,20.27
9344,2025/06,5271000000,210000000,219000000,321000000,64.08,9.67,7.11
9345,2025/12,-,-,-,-,60.81,10.32,7.36
9346,2025/06,6376772000,771938000,797843000,561980000,153.84,19.13,14.48
9347,2025/03,139868000000,8678000000,9094000000,5829000000,157.6,8.74,5.78
9348,2025/03,4743238000,-9795143000,-11334495000,-11945139000,-124.32,-,-
9351,2025/03,35100000000,1155000000,1384000000,1124000000,151.67,4.11,2.2
9353,2025/03,4338206000,203089000,299769000,232999000,153.77,3.34,2.1
9355,2025/03,13542000000,473652000,616000000,526000000,204.7,2.93,1.37
9357,2025/03,81485321000,6271400000,7981110000,5380064000,180,4.45,3.5
9359,2025/03,55739454000,3096361000,4004913000,2663029000,109.56,5.9,4.48
9360,2025/03,19116000000,1395000000,1438000000,1106000000,391.89,24.53,9.09
9361,2025/06,13453480000,1244223000,1172671000,682973000,263.8,5.85,2.9
9362,2025/03,13726000000,548000000,618000000,435000000,364.06,8.97,3.47
9363,2025/03,8672391000,243572000,324229000,269543000,51.86,7.77,4.96
9364,2025/03,279182000000,33095000000,36655000000,26935000000,257.87,7.03,5.48
9365,2025/03,16646000000,253360000,398000000,267000000,182.11,5.74,2.47
9366,2025/03,20122036000,1034881000,802406000,468695000,83.88,4.03,1.9
9367,2025/03,16761492000,660701000,817270000,617262000,71.58,6.57,4.06
9368,2025/03,61129000000,4603000000,5117000000,3300000000,77.5,8.42,5.11
9369,2025/11,202602000000,5644000000,4820000000,2648000000,106.53,5.85,1.94
9375,2024/03,733823000000,18068000000,21497000000,9443000000,9443000,3.46,1.73
9376,2025/09,4787696000,115107000,123861000,113905000,30.87,6.18,3.54
9377,2025/03,14443610000,1340750000,1390809000,973519000,74.49,9.9,6.95
9380,2025/03,39399447000,688107000,739533000,578024000,20.62,3.31,1.4
9381,2026/02,-,-,-,-,135.14,15.49,11.51
9384,2024/12,38016456000,4138426000,4492824000,3154965000,323.32,14.19,11.52
9385,2025/03,19031005000,747516000,747510000,467351000,60.48,10.93,4.48
9386,2024/12,18229471000,2846188000,2882588000,1931982000,139.31,9.92,7.01
9388,2026/02,-,-,-,-,165.86,18.88,11.79
9399,2025/12,160000000,-611000000,-659000000,-659000000,-3.62,-,-
9401,2025/03,406700000000,19465000000,31604000000,43914000000,273.03,4.69,3.39
9402,2025/03,33296000000,1546000000,2116000000,1331000000,50.42,1.89,1.5
9404,2025/03,461915000000,54917000000,65724000000,46000000000,183.42,4.79,3.73
9405,2025/03,91923000000,2591000000,2506000000,2502000000,59.94,3.27,1.95
9407,2025/03,24251000000,1365000000,1547000000,790000000,360.39,2,1.42
9408,2025/03,24375376000,1721459000,1897671000,1045746000,174.33,4.32,3.14
9409,2025/03,324056000000,19704000000,28533000000,25816000000,254.04,5.79,4.61
9412,2025/03,123721000000,27488000000,27290000000,19106000000,67.43,6.79,4.74
9413,2025/03,155837000000,7789000000,8255000000,6034000000,224.31,5.93,4.08
9414,2025/08,11812703000,1932011000,1985394000,1345307000,75.51,5.52,5
9416,2025/12,39012357000,6465163000,6466714000,4522061000,92.12,21.67,14.99
9417,2025/06,4361869000,-440677000,-733476000,916103000,88.15,36.02,3.68
9418,2025/08,390408000000,31571000000,30900000000,18395000000,101.98,18.85,7.08
9419,2025/12,8348613000,171119000,172810000,281057000,25.81,17.62,6.37
9421,2025/06,9107700000,51113000,31614000,31848000,6.02,1.98,0.85
9423,2025/03,3139777000,126414000,126823000,86346000,3.56,13.49,6.55
9424,2025/03,9238862000,962484000,1000212000,849366000,5.13,22.94,11.57
9425,2025/10,6259161000,-163843000,-189350000,-225658000,-40.13,-,-
9428,2025/03,61568000000,2416000000,2634000000,991000000,104.8,8.1,2.74
9432,2025/03,13704727000000,1649571000000,-,1000016000000,11.96,9.78,3.33
9433,2025/03,5835525000000,1087468000000,-,655416000000,161.86,13.02,3.92
9434,2025/03,6544349000000,989016000000,-,526133000000,11.12,19.18,3.27
9435,2025/03,686553000000,105036000000,-,117523000000,2671.56,12.85,4.96
9436,2025/03,84314000000,17761000000,17927000000,12402000000,130.25,12.85,10.49
9438,2025/09,29910940000,2946195000,3027165000,3404130000,61.62,18.49,10.21
9439,2025/06,1844060000,-9709000,-7091000,-17621000,-1.52,-,-
9441,2025/12,129301029000,5880182000,6017016000,4128557000,263.09,15.32,9.47
9444,2025/04,17477470000,44946000,-31996000,-84527000,-13.07,-,-
9445,2025/03,25684920000,1142531000,1153466000,732966000,43.74,22.07,7.07
9446,2025/09,17017023000,1465529000,1332112000,987090000,106.27,21.59,4.84
9449,2025/12,285261000000,59132000000,52837000000,16749000000,163.89,13.91,0.82
9450,2025/06,13070000000,1958000000,1943000000,1319000000,65.18,20.47,10.86
9466,2025/03,5586340000,359662000,382954000,473040000,36.17,14.34,10.4
9467,2025/03,13620187000,3222149000,3236333000,2019583000,69.49,14.73,11.96
9468,2025/03,277915000000,16651000000,17742000000,7392000000,53.86,2.96,1.8
9470,2025/09,199119000000,8237000000,7810000000,3578000000,86.01,6.96,2.57
9471,2025/03,12475484000,859822000,934201000,602059000,95,3.96,3.01
9474,2025/03,64363000000,3923000000,3936000000,2606000000,48.82,5.23,3.52
9475,2025/03,6256953000,189351000,298395000,541404000,29.78,4.16,2.94
9476,2025/09,3256664000,234501000,254573000,245313000,63.35,5.63,4.03
9478,2025/03,7242000000,817000000,810000000,531000000,30.54,5.87,3.42
9479,2025/03,14387055000,-237843000,-122936000,-105186000,-3.26,-,-
9501,2025/03,6810391000000,234452000000,254443000000,161278000000,100.67,4.29,1.08
9502,2025/03,3669234000000,242045000000,276400000000,202087000000,267.4,7.25,2.84
9503,2025/03,4337111000000,468877000000,531686000000,420364000000,436.09,13.71,4.35
9504,2025/03,1529218000000,129148000000,128543000000,98474000000,273.7,13.92,2.26
9505,2025/03,858275000000,101034000000,91363000000,65148000000,311.98,17.11,3.5
9506,2025/03,2644912000000,280332000000,256725000000,182807000000,365.5,18.56,3.39
9507,2025/03,851399000000,89073000000,91611000000,68324000000,332.2,15.6,4.05
9508,2025/03,2356833000000,199564000000,194669000000,128766000000,272.41,12.88,2.23
9509,2025/03,902053000000,75838000000,64051000000,64218000000,312.76,16.39,2.86
9511,2025/03,236540000000,7322000000,5665000000,4322000000,79.58,3.56,0.86
9513,2025/03,1316674000000,138310000000,140095000000,92469000000,505.64,6.92,2.52
9514,2025/06,17599000000,1320000000,1103000000,706000000,33.25,3.78,1.58
9517,2025/03,171217000000,7137000000,7740000000,2118000000,28.65,3.3,1.38
9518,2025/03,2345223000000,75788000000,54918000000,45602000000,978.58,4.19,0.63
9519,2025/03,70246000000,4066000000,-,2687000000,29.85,3.02,0.51
9522,2024/12,-,-,-,-,52.28,12.28,0.95
9531,2025/03,2636809000000,133090000000,113599000000,74194000000,192.22,4.3,1.92
9532,2025/03,2069019000000,160731000000,189647000000,134414000000,333.31,7.96,4.2
9533,2025/03,656010000000,30887000000,32412000000,25454000000,251.78,5.68,3.35
9534,2025/03,170295000000,14328000000,14428000000,10404000000,118.06,12.06,5.32
9535,2025/03,91595000000,1252000000,1909000000,1687000000,24.61,2.47,1.3
9536,2025/03,254442000000,10530000000,10611000000,6362000000,171.79,6.13,1.42
9537,2025/03,61766221000,1410126000,1681688000,1952784000,419.98,4,3
9539,2025/12,117665000000,3839000000,4635000000,3210000000,99.83,3.18,1.8
9543,2025/12,201207000000,14072000000,14769000000,10048000000,133.42,7.65,5.13
9551,2025/03,179094000000,10626000000,9951000000,6852000000,157.04,8.43,3.48
9552,2025/09,16602585000,-,4970895000,2747339000,47.97,53.79,33.82
9553,2025/09,15670556000,613120000,531328000,195077000,7.1,5.58,2.13
