財務

コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率
4284,2025/12,12447022000,7465252000,6281418000,4962932000,1010000000,801100000,328.03,52.8
4286,2025/12,24684924000,7917779000,7841864000,8100999000,2936422000,4042600000,730.58,31.8
4287,2026/01,-,-,-,-,-,-,334.98,-
4288,2025/03,1570610000,336476000,331132000,-440466000,400000000,-,88.19,21.4
428A,2025/08,11514869000,2336511000,2336511000,-6204749000,976246000,3935893000,183.33,20.3
4290,2025/03,71590688000,49641933000,42763797000,39619190000,125000000,-,363.03,64.3
4293,2025/12,96344554000,66583817000,66548969000,24677972000,-,-,320.83,69.1
4295,2024/03,21903424000,13274133000,12288213000,8644481000,385002000,491600000,1224.35,60.6
4298,2025/03,-,-,-,-,-,-,1232.12,-
4299,2025/03,14430000000,11782000000,11737000000,10675000000,-,-,1016.38,81.6
429A,2025/03,167752000000,116381000000,116381000000,58276000000,399000000,399000000,1261.02,69.4
4301,2025/03,60841000000,37120000000,33579000000,32548000000,-,146000000,2074.28,56.6
4304,2025/03,7544356000,3594470000,3369167000,2969923000,300000000,431747000,650.14,45.4
4307,2025/03,928501000000,437959000000,434040000000,378659000000,37289000000,208654000000,758.67,46.7
4308,2025/03,13185216000,11058142000,10562162000,4786382000,-,4125000,424.82,80.1
4310,2025/03,15857000000,13158000000,12270000000,6738000000,-,-,1479.02,82.1
4314,2024/12,2701000000,2121000000,2121000000,2969000000,-,258000000,1354.26,78.6
4316,2025/03,929031000,504900000,367572000,-577258000,-,67843000,116.7,40.7
4317,2026/02,-,-,-,-,-,-,590.83,-
4318,2025/03,25130673000,17842102000,16569287000,16131924000,119999000,-,317.86,71
4319,2025/03,20942542000,6231353000,6218968000,4563376000,2200000000,2109284000,343.05,29.7
431A,2025/12,-,-,-,-,-,-,520.79,-
4320,2025/09,12746428000,8842416000,8271586000,4998174000,-,884257000,499.06,65.2
4323,2025/03,22909637000,14828680000,14141953000,10963987000,2167000,54860000,596.97,64.4
4324,2025/12,-,-,-,-,-,-,1444.02,-
4326,2025/06,46922658000,33321053000,32801428000,31961063000,-,-,867.52,70.6
4331,2025/12,51908000000,17766000000,17631000000,6499000000,3130000000,12266000000,1207.43,34
4333,2025/03,12975071000,8820852000,8474297000,8976471000,-,-,509.15,68
4334,2026/01,-,-,-,-,-,-,302.84,-
4335,2025/06,2912866000,1677879000,1644703000,1407776000,-,-,667.69,56.5
4337,2025/03,102150000000,7239000000,7240000000,-874000000,-,16601000000,472.46,7.1
4341,2025/03,12140000000,5434000000,5373000000,4352000000,900000000,-,1553.38,44.8
4343,2026/02,-,-,-,-,-,-,395.07,-
4344,2025/12,14544943000,6787522000,5357690000,-10085337000,3100000000,1314164000,40.33,38.3
4345,2025/03,17080000000,12872000000,11611000000,9220000000,-,-,311.55,75.4
4346,2025/09,24387000000,8028000000,2371000000,2170000000,1100000000,3907000000,332.79,17.8
4347,2025/03,11300042000,5780993000,4622291000,4450955000,542004000,421817000,649.95,41
4348,2024/03,67324000000,49158000000,48274000000,45829000000,-,-,888.42,72.4
4349,2024/03,4128161000,1674884000,1621243000,1441558000,-,1614880000,6020.21,40.6
4350,2025/03,70586000000,16345000000,16184000000,14001000000,588000000,18085000000,556.27,23
4351,2025/12,5797344000,3369760000,3182189000,1294076000,1100000000,12506000,791.1,58.1
4356,2025/12,8230788000,6252519000,6252519000,5265267000,-,-,1095.08,76
4360,2025/03,12646000000,10305000000,9888000000,6513000000,-,-,1271.28,81.5
4361,2025/11,8868081000,3133512000,3041918000,2381849000,2160000000,1255668000,2574.02,35.3
4362,2025/03,59796000000,49069302000,41329762000,32619943000,300000000,800000000,2140.58,80.5
4365,2025/03,95189000000,81367000000,74892000000,74323000000,-,-,27368.45,83.4
4366,2025/03,24330000000,14855000000,13674000000,6600000000,1525000000,2125000000,461.24,61.1
4367,2025/03,35218622000,21616144000,21616144000,17736469000,1650000000,3168000000,4419.56,61.4
4368,2025/03,141502071000,104048977000,99503301000,91405565000,-,16900000000,2951.17,73.5
4369,2026/01,-,-,-,-,-,-,1112.41,-
436A,2025/04,5435615000,2419558000,2298321000,1395600000,292992000,10036000,153.22,46.5
4370,2025/08,2229192000,1452846000,1373093000,-457766000,-,300000000,227.46,61.6
4371,2025/12,8561779000,5058008000,5056958000,6060346000,180000000,34288000,311.66,59.1
4372,2025/12,3576032000,3000429000,3000429000,2618081000,-,-,783.2,83.9
4373,2025/03,79022000000,48810000000,48810000000,23679000000,1480000000,13320000000,214.27,61.8
4374,2025/12,8514851000,1293714000,1214890000,1146383000,-,-,345.16,15
4375,2025/12,-,-,-,-,-,-,162.76,-
4376,2025/09,16485000000,9635000000,8318000000,-299000000,1969000000,473000000,133.84,48.5
4377,2025/12,-,-,-,-,-,-,300.72,-
4378,2025/10,1380111000,1055758000,1055575000,461112000,-,-,368.64,76.5
4379,2025/12,3871701000,2484570000,2372530000,275804000,-,38870000,155.32,62
4380,2026/01,-,-,-,-,-,-,436.41,-
4381,2025/03,1087543000,284503000,284503000,-684401000,300000000,156908000,115.36,26.2
4382,2025/04,8147668000,5201437000,4551663000,-795822000,200000000,1371198000,301.15,56.1
4384,2025/07,44299000000,15976000000,11322000000,6262000000,3900000000,8951000000,249.19,32.6
4385,2025/06,543763000000,99640000000,99269000000,-3014000000,74196000000,116754000000,603.28,18.3
4386,2025/03,5815638000,2451315000,2443396000,1722145000,300000000,1135704000,431.6,42.2
4387,2025/03,9645600000,6297284000,1330263000,-429280000,-,175440000,278.19,13.7
4388,2025/03,2960214000,2518048000,2357241000,1214545000,10000000,8600000,354.95,79.6
4389,2025/03,4836801000,3849086000,3849086000,3224242000,-,-,327.54,79.6
438A,2025/03,5233717000,2413775000,2408993000,291446000,-,1159200000,129.28,46.1
4390,2025/03,42031000000,20982000000,12976000000,11227000000,4250000000,4010000000,1175.59,36.3
4391,2025/06,2576516000,2176741000,2176741000,1680187000,-,-,673.98,84.5
4392,2025/12,15640000000,8863000000,8367000000,4153000000,423000000,1663000000,287.45,55.8
4393,2025/09,7943000000,5816000000,5816000000,4647000000,-,-,1463.42,73.2
4394,2025/11,1857799000,1669871000,1669871000,770519000,-,-,551.95,89.9
4395,2025/12,7093104000,4086598000,3403177000,2072782000,609150000,632771000,463.34,48.5
4396,2025/06,13628109000,6012008000,6003885000,4759726000,720000000,780780000,290.19,44.1
4397,2025/08,4472837000,1623923000,1592560000,-98555000,-,-,97.88,36.1
4398,2025/06,3797848000,2107806000,2103303000,1827656000,-,133324000,481.38,55.5
4401,2025/03,543118000000,351776000000,266838000000,228109000000,18549000000,26142000000,2916.29,54.6
4403,2025/03,357196000000,279550000000,246724000000,220195000000,1490000000,2008000000,1192.67,78
4404,2025/12,84160000000,42672000000,34538000000,20183000000,4835000000,3235000000,4178.43,50.6
4406,2025/03,37519000000,18995000000,14274000000,4539000000,270000000,4760000000,477.03,47.4
4409,2025/03,67862000000,21077000000,15877000000,13389000000,10302000000,14780000000,998.15,30.9
440A,2024/10,8258402000,2170830000,2155030000,-949796000,-,3543000000,136.41,26.2
4410,2025/03,100044000000,38010000000,33456000000,16561000000,28071000000,11743000000,1538.45,37.3
4412,2025/08,2077806000,1393972000,1393972000,-241584000,-,27095000,172.17,67.1
4413,2026/02,-,-,-,-,-,-,247.41,-
4414,2025/03,4198504000,2722308000,2722308000,1317317000,-,450117000,443.67,64.8
4415,2025/12,-,-,-,-,-,-,264.55,-
4416,2025/03,1362640000,1080798000,1080798000,-499629000,-,-,223.59,79.3
4417,2025/03,8141157000,3078911000,2857122000,2322124000,400000000,1308365000,205.08,37.8
4418,2025/06,7987078000,3900552000,3784335000,-81303000,-,1137574000,281.45,47.4
4419,2025/03,19026948000,9627174000,8934478000,-3509517000,600000000,467800000,174.41,47
441A,2025/04,4224399000,3517705000,3517705000,2038941000,-,-,219.86,83.3
4420,2025/12,8192617000,5906004000,5724111000,3841854000,-,67500000,299.79,72.1
4421,2025/09,3108054000,1635897000,1609795000,1237615000,-,-,562.42,52.6
4422,2025/07,911522000,709054000,690554000,-99184000,-,-,82.64,77.5
4424,2025/09,1461555000,907103000,843524000,246136000,-,-,128.25,57.7
4425,2025/03,3411142000,3131104000,3733411000,-205294000,200000000,-,277.26,91.7
4427,2025/09,3607827000,1830640000,1559627000,-100280000,300000000,128900000,132.56,37.6
4428,2025/12,2438065000,1898353000,1898768000,1091797000,-,-,303.9,77.9
4429,2026/02,-,-,-,-,-,-,736.96,-
442A,2025/10,2405861000,1413804000,1413804000,-257258000,100000000,267618000,808.63,58.8
4430,2025/05,11239477000,6057757000,5846970000,4200308000,-,1794092000,1265.9,53.9
4431,2025/04,10917591000,7672794000,7672794000,5929747000,100000000,-,398.36,70.3
4432,2026/02,-,-,-,-,-,-,1355.26,-
4433,2025/08,40822000000,18907000000,17344000000,16903000000,100000000,6756000000,973.64,42.6
4434,2026/02,-,-,-,-,-,-,1312.02,-
4435,2025/03,7582000000,2577000000,2576000000,209000000,-,194000000,215.75,34
4436,2025/03,9982387000,319988000,228086000,-6725484000,2100000000,4792500000,20.6,3.1
4437,2025/03,5537585000,3035343000,3040565000,2095339000,500000000,-,444.32,54.8
4438,2025/12,1054209000,306321000,220009000,-2433812000,-,10197000,26.59,20.9
4439,2025/08,16583949000,9797903000,9759195000,8487351000,1200000000,10976000,325.99,58.9
4440,2025/08,4072109000,2837744000,2827307000,1819852000,-,-,708.46,69.4
4441,2025/10,5381299000,2595254000,2582116000,2439771000,-,95630000,256.92,48.2
4442,2025/03,6499697000,3253458000,3250493000,2744196000,815000000,684432000,161.72,49.8
4443,2025/05,47984000000,16040000000,14775000000,3072000000,-,2634000000,118.28,31.2
4444,2025/03,2057511000,1136721000,1136721000,574716000,-,323276000,557.03,55.2
4445,2025/09,3329491000,1716779000,1716779000,1507015000,-,721221000,1322.33,51.6
4446,2025/07,5720877000,2629418000,2589279000,1765380000,839607000,815204000,182.69,45.3
4447,2025/09,1819168000,1152447000,1152447000,924289000,-,-,197.95,63.4
4448,2025/12,6682954000,1999928000,1984810000,-4017465000,-,541588000,47.56,29.9
4449,2025/12,44706000000,9272000000,8407000000,1648000000,6545000000,5716000000,284.45,18.9
4450,2025/12,6537602000,3802344000,3563019000,2572100000,-,341955000,1141.94,54.6
4452,2025/12,1875054000000,1094700000000,1064077000000,716621000000,26059000000,105599000000,2352.49,56.7
4461,2025/03,97113000000,44504000000,35296000000,21575000000,6300000000,17114000000,4044.35,39.9
4462,2025/03,26997260000,21899327000,21153566000,19223598000,-,-,1603.46,81.1
4463,2025/12,74052000000,38354000000,30271000000,25712000000,9302000000,7866000000,2211.79,47.5
4464,2025/03,64635028000,56572830000,55888245000,51178960000,-,-,2630.29,87.5
4465,2025/05,22584661000,14756733000,14349977000,13201747000,-,1407875000,2499.68,65.3
446A,2026/01,-,-,-,-,-,-,238.48,-
4471,2025/03,176366000000,138302000000,120683000000,99868000000,441000000,2230000000,6119.88,76.8
4475,2025/09,10742453000,3843985000,3745343000,3566370000,-,-,118.13,35
4476,2025/12,3084639000,1946413000,1855851000,1175437000,-,344995000,488.25,60.2
4477,2025/12,57803000000,15119000000,14520000000,2016000000,-,596000000,126.86,25.3
4478,2025/06,52595683000,19663283000,19483989000,-8133721000,9600000000,-,329.82,37.1
4479,2025/09,7449638000,5416509000,5377759000,407256000,-,-,421.84,72.2
4480,2025/12,41252000000,14799000000,14998000000,7576000000,-,12299000000,478.97,35.9
4481,2025/12,18922828000,14621087000,13850452000,13866951000,-,-,785.61,75.3
4482,2025/12,4822886000,2595698000,2578296000,2584550000,-,13500000,127.5,53.5
4483,2025/03,143020000000,78475000000,78022000000,24634000000,4395000000,33883000000,1193.49,54.6
4484,2025/03,3280733000,1358518000,1358481000,63729000,-,225610000,83.62,41.4
4485,2024/03,146620000000,54457000000,31220000000,-635000000,-,66295000000,1200.83,21
4486,2025/12,3475382000,2240342000,2240342000,1601360000,-,-,283.34,64.5
4487,2025/12,3739633000,1007538000,919433000,203681000,150000000,628136000,76,24.6
4488,2025/03,6943089000,4523463000,4534800000,1292707000,1600000000,-,1145.26,65.2
4489,2024/03,-,-,-,-,-,-,776.08,-
4490,2026/02,-,-,-,-,-,-,187.73,-
4491,2025/03,5136835000,3580184000,3330607000,2572223000,-,-,1758.49,69.7
4492,2025/03,7149298000,2403452000,2403452000,1508817000,1200000000,772359000,209.1,33.6
4493,2025/12,5833137000,4421506000,4401949000,2284843000,-,177938000,430.17,75.6
4494,2025/02,7576240000,5891882000,3817130000,3088013000,200000000,900000000,843.94,77.8
4495,2025/06,4438748000,2860908000,2571103000,2546499000,-,-,523.8,57.7
4496,2025/03,3471522000,2523215000,2349322000,2035765000,48956000,5482000,354.53,72.7
4498,2025/03,9577684000,6578081000,6573656000,3979203000,-,-,408.45,68.7
4499,2025/09,14813976000,7289732000,7287469000,1447912000,-,3130531000,634.75,49.2
4502,2025/03,14248344000000,6935979000000,6935084000000,1187586000000,548939000000,3966326000000,4407.01,48.7
4503,2025/03,3339544000000,1513255000000,1513255000000,740939000000,266533000000,564893000000,845.25,45.3
4506,2025/03,742604000000,169479000000,169479000000,46784000000,46440000000,258982000000,426.59,22.8
4507,2025/03,1535349000000,1362497000000,1361924000000,1115729000000,-,-,1600.97,88.7
4512,2025/03,15002709000,11610351000,10706840000,4671624000,100000000,-,334.53,77.4
4516,2025/03,283637000000,247340000000,247028000000,222640000000,-,-,3666.27,87.1
4519,2025/12,2468595000000,2025732000000,2025732000000,-,-,-,1230.91,82.1
4521,2025/03,190422000000,152634000000,143794000000,135242000000,3850000000,-,3974.44,80.2
4523,2025/03,1386547000000,865968000000,841417000000,511917000000,87691000000,99832000000,2982.52,60.7
4524,2025/03,17896000000,12152000000,10458000000,6049000000,-,1262000000,2970.22,67.9
4526,2025/03,112999000000,79200000000,67826000000,64774000000,3373000000,6541000000,2649.91,70.1
4527,2025/03,437039000000,280737000000,228278000000,231713000000,7035000000,17818000000,1163.85,60.2
4528,2025/03,1064046000000,788203000000,782451000000,790908000000,30000000000,105000000000,1665.59,73.5
4530,2026/02,-,-,-,-,-,-,4140.18,-
4531,2025/03,26871000000,13106000000,12046000000,5449000000,3600000000,3943000000,608.32,48.8
4534,2025/03,160121000000,130694000000,121947000000,116114000000,-,-,3686.66,81.6
4536,2025/03,409277000000,285181000000,286242000000,228291000000,-,-,838.52,69.9
4538,2025/03,81729000000,33043000000,35728000000,12612000000,18827000000,2462000000,3869.04,40.4
4539,2025/03,49851000000,19167000000,15887000000,13432000000,230000000,13304000000,5312.14,38.4
4540,2025/03,464380000000,330110000000,269852000000,229202000000,5285000000,20051000000,3968.03,64.7
4543,2025/03,1828393000000,1368535000000,1368535000000,1016160000000,15000000000,159838000000,927.85,74.8
4544,2025/03,279582000000,137295000000,125425000000,93309000000,10000000000,19182000000,2411.38,49
4547,2025/03,244059000000,210126000000,165550000000,131488000000,1280000000,-,4882.67,85.6
4548,2025/03,83872000000,73187000000,61322000000,54422000000,300000000,-,1340.95,87.3
4549,2025/03,62372000000,43598000000,42734000000,34700000000,-,-,1294.05,69.3
4551,2024/12,140664000000,121533000000,121119000000,110813000000,-,-,4323.29,86.4
4552,2025/03,104855000000,47435000000,45579000000,31191000000,26055000000,12050000000,385.49,44.8
4553,2025/03,470823000000,171625000000,157474000000,150502000000,4699000000,195077000000,3486.37,36.5
4554,2025/09,93405000000,46908000000,44137000000,36219000000,15300000000,7202000000,1917.79,50.2
4556,2025/03,8785144000,6775178000,6672617000,5148152000,100000000,450000000,1607.15,77.1
4558,2025/03,5065254000,2526109000,2489460000,1577497000,750000000,380014000,236.98,49.9
4559,2025/03,159171596000,89797027000,67219110000,67207063000,34298379000,6865780000,2031.32,56.3
4563,2025/12,5405983000,3076080000,-2933263000,-51637863000,-,-,7.67,55.2
4564,2025/03,1155203000,729111000,658161000,-26908248000,-,-,2.42,57
4565,2025/12,134787000000,60997000000,60997000000,-17546000000,-,21109000000,674.04,45.3
4566,2025/03,5585185000,5257192000,5244973000,4443951000,-,-,39867.07,94.1
4568,2025/03,3456119000000,1623416000000,1623416000000,1457044000000,399000000,100933000000,869.69,47
4569,2025/03,193618000000,136285000000,130892000000,142789000000,7400000000,20235000000,2372.27,70.4
456A,2026/01,-,-,-,-,-,-,515.01,-
4570,2025/03,1845390000,1514358000,1514358000,425942000,140000000,35091000,162.6,82.1
4571,2025/03,3996884000,2739830000,2726209000,-2986887000,-,-,38.59,68.2
4572,2025/12,1229648000,309217000,230655000,-1980588000,-,-,16.16,25.1
4574,2025/12,12270000000,8518000000,8200000000,3450000000,-,-,169.49,69.4
4575,2025/06,3050766000,2943888000,2911349000,-14011017000,-,-,147.76,95.4
4576,2025/12,2169461000,1435449000,1434709000,-543564000,-,506130000,26.44,66.1
4577,2025/05,78004000000,52067000000,50688000000,37179000000,-,6569000000,1734.24,66.7
4578,2025/12,4197562000000,3099761000000,3033444000000,2205740000000,39150000000,87856000000,5743.73,72.3
4579,2025/12,10514193000,6896263000,6898906000,227442000,-,2138810000,280,65.1
4582,2025/12,3867316000,1272040000,911244000,-37461978000,-,-,15.54,23.9
4583,2025/12,1727504000,1122064000,1107473000,-2003555000,86700000,-,16.18,64.1
4584,2025/03,7008496000,1410977000,1210460000,-12730223000,-,680920000,30.5,19.1
4586,2025/12,2157533000,2048991000,1910561000,-898753000,-,-,33.51,92.2
4587,2025/12,77033187000,51528263000,51528263000,45586799000,17041512000,-,398.78,66.9
4588,2025/12,4555879000,3999969000,3992289000,-2058049000,233332000,66656000,136.38,87.6
4591,2025/03,3185842000,3043632000,3043632000,-2043177000,-,-,68.26,95.5
4592,2026/01,-,-,-,-,-,-,170.93,-
4593,2025/12,17054000000,4899000000,4890000000,1000000000,450000000,1599000000,42.25,28.7
4594,2025/03,1120612000,924987000,903407000,-3804864000,-,-,9.98,80.6
4595,2025/12,22375000000,18684000000,18684000000,17947000000,-,-,980.86,83.5
4596,2025/12,1979457000,1813832000,1813832000,-25732895000,-,-,15.72,91.6
4597,2025/12,2145000000,1752000000,1752000000,-521000000,-,-,6.65,81.7
4598,2025/03,434334000,277796000,275886000,-9931290000,-,-,28.36,63.5
4599,2025/07,7518659000,7314229000,5861503000,-3783253000,-,-,94.33,78
