CF

コード,年度,営業CF,投資CF,財務CF,設備投資,現金同等物,営業CFマージン
9368,2025/03,4844000000,-1036000000,-4680000000,-1458000000,11605000000,7.92
9369,2025/11,9571000000,-12597000000,2109000000,-12513000000,4529000000,4.72
9375,2024/03,44276000000,-31511000000,-36615000000,-10991000000,137928000000,6.03
9376,2025/09,149172000,-18798000,-51570000,-20897000,1991198000,3.12
9377,2025/03,1398611000,-962954000,-911048000,-681000000,3361588000,9.68
9380,2025/03,3025059000,-4409240000,1009238000,-5573000000,5690582000,7.68
9381,2026/02,-,-,-,-,-,6.04
9384,2024/12,3321727000,-1109933000,-991037000,-1601000000,15747555000,8.74
9385,2025/03,926823000,-987775000,275737000,-987470000,1110707000,4.87
9386,2024/12,3077977000,-920399000,-2298670000,-1283934000,7730225000,16.88
9388,2026/02,-,-,-,-,-,3.34
9399,2025/12,-410000000,-3017000000,2517000000,0,482000000,-256.25
9401,2025/03,23283000000,13645000000,-6106000000,-23272000000,74577000000,5.72
9402,2025/03,2945000000,-2743000000,-486000000,-1146000000,14012000000,8.84
9404,2025/03,47898000000,-26375000000,-16065000000,-10934000000,118239000000,10.37
9405,2025/03,5299000000,-3809000000,275000000,-5770000000,26901000000,5.76
9407,2025/03,2226000000,-4802000000,-1333000000,-3940000000,6275000000,9.18
9408,2025/03,1853500000,-1025870000,-621053000,-997000000,8882346000,7.6
9409,2025/03,26520000000,-32504000000,-7119000000,-35985000000,39763000000,8.18
9412,2025/03,42375000000,-25776000000,-16743000000,-24400000000,114516000000,34.25
9413,2025/03,7569000000,-2015000000,-4055000000,-3963000000,37680000000,4.86
9414,2025/08,1828966000,-4536755000,-455900000,-42510000,2988777000,15.48
9416,2025/12,3635569000,-2129209000,149647000,-1760045000,13599534000,9.32
9417,2025/06,463925000,890494000,1045488000,-18454407000,4126767000,10.64
9418,2025/08,20671000000,-20178000000,3501000000,-15984000000,56882000000,5.29
9419,2025/12,168455000,-498469000,183332000,-3965000,1683111000,2.02
9421,2025/06,-482084000,-194065000,-165040000,-190000000,851914000,-5.29
9423,2025/03,65499000,-16515000,-57806000,-10186000,761193000,2.09
9424,2025/03,930183000,-1104732000,1957864000,-817000000,4300365000,10.07
9425,2025/10,-128749000,-93738000,478120000,-63984000,679034000,-2.06
9428,2025/03,1416000000,-218000000,-475000000,-282000000,8301000000,2.3
9432,2025/03,2364031000000,-1999644000000,-343027000000,-2087356000000,1000994000000,17.25
9433,2025/03,1249042000000,-1180103000000,-33555000000,-678907000000,921175000000,21.4
9434,2025/03,1367871000000,-995183000000,-956429000000,-912799000000,1435525000000,20.9
9435,2025/03,84836000000,-177251000000,66718000000,-21806000000,470273000000,12.36
9436,2025/03,15092000000,-3573000000,-11174000000,-5735000000,3506000000,17.9
9438,2025/09,5661660000,-1706580000,-943031000,-1364000000,17816556000,18.93
9439,2025/06,29377000,-10892000,-47193000,-5300000,573512000,1.59
9441,2025/12,4654587000,-87010000,-11350515000,-160952000,13424252000,3.6
9444,2025/04,281783000,1582645000,-852447000,-1088713000,2093618000,1.61
9445,2025/03,1931665000,-420924000,-1636022000,-423000000,893763000,7.52
9446,2025/09,1969901000,76006000,-1985795000,-92985000,2751630000,11.58
9449,2025/12,55537000000,-9901000000,37526000000,-12046000000,554418000000,19.47
9450,2025/06,3156000000,-1564000000,-1860000000,-1568000000,1853000000,24.15
9466,2025/03,232831000,-143517000,-64300000,-20338000,1978089000,4.17
9467,2025/03,1994440000,-162727000,28218000,-5774000,11567271000,14.64
9468,2025/03,13841000000,-8440000000,44117000000,-14754000000,129674000000,4.98
9470,2025/09,7817000000,392000000,-5604000000,-,20994000000,3.93
9471,2025/03,645074000,-34069000,-142978000,-484000000,6871305000,5.17
9474,2025/03,9640000000,-5161000000,-3840000000,-4909000000,13906000000,14.98
9475,2025/03,700278000,-279789000,-220097000,-381000000,6460788000,11.19
9476,2025/09,365138000,57087000,-67065000,-6047000,2107732000,11.21
9478,2025/03,-261000000,-16000000,-15000000,-64000000,2646000000,-3.6
9479,2025/03,897853000,-276944000,-935176000,-83159000,4600217000,6.24
9501,2025/03,361249000000,-859209000000,194169000000,-867481000000,926455000000,5.3
9502,2025/03,301345000000,-391767000000,-27649000000,-272381000000,292467000000,8.21
9503,2025/03,575299000000,-342353000000,137673000000,-513093000000,941432000000,13.26
9504,2025/03,186022000000,-358839000000,161182000000,-340511000000,286672000000,12.16
9505,2025/03,152289000000,-234065000000,-48867000000,-92817000000,94372000000,17.74
9506,2025/03,410330000000,-422617000000,34148000000,-383960000000,551131000000,15.51
9507,2025/03,129821000000,-92945000000,-25325000000,-81665000000,130142000000,15.25
9508,2025/03,431880000000,-358869000000,-91379000000,-350362000000,349668000000,18.32
9509,2025/03,125588000000,-90702000000,10726000000,-179307000000,156322000000,13.92
9511,2025/03,34082000000,-34041000000,-3438000000,-35311000000,18641000000,14.41
9513,2025/03,250335000000,-122830000000,-133697000000,-132475000000,373085000000,19.01
9514,2025/06,2985000000,-682000000,-2110000000,-909000000,5402000000,16.96
9517,2025/03,19495000000,-5533000000,32000000,-6401000000,33613000000,11.39
9518,2025/03,220567000000,-444953000000,68485000000,-,1592082000000,9.4
9519,2025/03,31499000000,-16498000000,-8285000000,-4559000000,23927000000,44.84
9522,2024/12,-,-,-,-,-,21.16
9531,2025/03,363120000000,-263526000000,-255979000000,-320786000000,244320000000,13.77
9532,2025/03,283681000000,-255626000000,-34085000000,-221735000000,82309000000,13.71
9533,2025/03,83096000000,-45165000000,-18769000000,-43962000000,45079000000,12.67
9534,2025/03,29832000000,-20059000000,-7918000000,-18168000000,11324000000,17.52
9535,2025/03,5867000000,-9259000000,-3652000000,-9064000000,18505000000,6.41
9536,2025/03,38557000000,-29951000000,-6699000000,-25201000000,28355000000,15.15
9537,2025/03,7761000000,-4938060000,-1400961000,-4490602000,6646044000,12.57
9539,2025/12,13699000000,-13089000000,2280000000,-13125000000,16399000000,11.64
9543,2025/12,34560000000,-32977000000,-5464000000,-29474000000,32655000000,17.18
9551,2025/03,13316000000,-4094000000,12005000000,-4052000000,35683000000,7.44
9552,2025/09,1302778000,-351204000,-7009095000,-128623000,4118742000,7.85
9553,2025/09,781667000,-1149229000,162043000,-272471000,2354619000,4.99
9554,2025/09,666361000,-173008000,367670000,-28865000,2101099000,24.86
9556,2025/07,1739731000,-2250330000,-1126693000,-860770000,4071681000,5.19
9557,2025/06,1060627000,-1389766000,-32764000,-1325969000,1092622000,21.39
9558,2025/11,819385000,-44848000,-82395000,-19384000,3691706000,6.78
9560,2025/08,907116000,-189347000,-344085000,-83096000,3415606000,15.78
9561,2025/12,-,-,-,-,-,-1.37
9562,2025/09,91188000,20051000,-69217000,-37100000,444038000,4.55
9563,2025/12,-,-,-,-,-,-6.01
9564,2025/09,1020156000,-789468000,-153080000,-79866000,3179859000,16.72
9565,2025/10,125027000,-186806000,189353000,-141844000,486873000,4.4
9600,2025/03,2487011000,-2572459000,-458123000,-2259000000,4736320000,6.38
9601,2026/02,-,-,-,-,-,13.6
9602,2026/02,-,-,-,-,-,18.11
9603,2025/10,21219000000,-11013000000,-36457000000,-10075000000,106364000000,5.69
9605,2025/03,33646000000,-17466000000,-4620000000,-11001000000,88987000000,18.7
9610,2025/03,-348282000,12035000,125979000,-3380000,204579000,-20.62
9612,2025/12,4453000000,703000000,-503000000,-230000000,11337000000,7.87
9613,2025/03,397148000000,-669743000000,289409000000,-675683000000,444635000000,8.56
9616,2025/03,29449000000,-43682000000,8195000000,-48052000000,25349000000,12.86
9619,2025/03,4018000000,-2067000000,-1329000000,-21621000000,9162000000,2.59
9621,2025/12,5768000000,-612000000,-5092000000,-1164000000,15093000000,5.71
9622,2025/12,2907603000,-1327015000,-1499567000,-592000000,13544980000,4.07
9625,2025/03,510256000,-12720000,-141111000,-13095000,6794358000,3.73
9627,2025/04,23146000000,-65920000000,21051000000,-17234000000,26655000000,5.07
9628,2025/03,5476000000,-12102000000,9518000000,-2427000000,12640000000,17.12
9629,2025/03,2853000000,-265000000,-1685000000,-297000000,21473000000,17.57
9632,2026/01,-,-,-,-,-,12.76
9633,2025/03,197299000,621764000,403890000,-3334000000,3623702000,1.07
9635,2025/03,200090000,-69369000,-27763000,-73172000,861276000,14.67
9636,2026/01,-,-,-,-,-,16.72
9637,2024/01,-,-,-,-,-,24.6
9639,2025/03,5120000000,-2910000000,-2844000000,-7575000000,4262000000,9.13
9640,2025/03,1188322000,-249597000,-1460006000,-525131000,12826345000,4.87
9643,2025/03,63207000,-515692000,208470000,-964855000,793253000,1.88
9644,2025/03,1454676000,1896829000,-1325005000,-120000000,7665407000,10
9647,2025/11,801974000,8433000,-54374000,-22398000,4035573000,9.5
9651,2025/05,498888000,1030580000,-444407000,-17352000,5664337000,4.76
9656,2025/12,666596000,-1255434000,694726000,-1078828000,506757000,10.33
9658,2025/03,2745626000,552237000,-3294576000,-262155000,9907750000,7.08
9661,2026/02,-,-,-,-,-,19.41
9663,2025/03,4386000000,1413000000,-1533000000,-6286000000,11433000000,12.43
9664,2025/03,-79000000,-41000000,-161000000,-42000000,799636000,-3.12
9672,2025/12,19901747000,-12821872000,-8703592000,-7207000000,14243423000,47.66
9674,2025/03,-12815000,-142000,-27632000,0,19248000,-2.78
9675,2024/03,1148000000,738000000,-1699000000,-272000000,5097000000,7.71
9678,2025/10,47415000000,-4731000000,-32654000000,-32266000000,60592000000,22.23
9679,2025/09,938917000,-1095499000,-346026000,-1068164000,1817639000,15.36
9682,2025/03,9181000000,-2322000000,-16087000000,-946000000,28405000000,7.29
9684,2025/03,42781000000,-15114000000,-6600000000,-13632000000,243610000000,13.18
9685,2025/03,519836000,-227056000,-281315000,-121698000,2159633000,7.68
9686,2025/03,2861904000,-4452640000,2422824000,-1236000000,6343592000,8.19
9687,2025/03,1825000000,-931000000,-1268000000,-127000000,5123000000,7.73
9691,2025/03,2209488000,-768346000,-842066000,-5458623000,4114639000,9.83
9692,2026/01,-,-,-,-,-,8.84
9696,2025/03,1425608000,-1656116000,1485506000,-832000000,9203676000,6.48
9697,2025/03,67618000000,-7273000000,-18735000000,-7900000000,150426000000,39.87
9698,2025/03,972000000,-278000000,-656000000,-291000000,5621000000,6.69
9699,2025/09,31809000000,-4212000000,-15183000000,-38965000000,62003000000,14.8
9701,2025/03,1573220000,-1879003000,-796416000,-80000000,4410697000,10.3
9702,2025/12,1745000000,-1017000000,-617000000,-952000000,9078000000,4.71
9704,2025/12,743898000,-648647000,548435000,-4418000000,3492814000,7.51
9706,2025/03,53813000000,-12843000000,-30529000000,-18419000000,85878000000,19.94
9708,2025/03,7063000000,-14137000000,-724000000,-14535000000,19939000000,13.43
9709,2025/03,2213344000,-415285000,-507686000,-450062000,11138862000,10.8
9713,2025/03,1204000000,-1981000000,-260000000,-765000000,11184000000,4.78
9715,2025/03,17314000000,-3670000000,-6028000000,-4147000000,73134000000,4.61
9716,2026/02,-,-,-,-,-,6.68
9719,2025/03,68037000000,-275488000000,167946000000,35890000000,105623000000,11.41
9720,2025/11,682430000,-505390000,-304425000,-505105000,2348106000,10.45
9722,2025/12,15922000000,-5685000000,-12427000000,-6634000000,12245000000,19.42
9723,2025/03,1256596000,-51591000,-700522000,-52570000,3477930000,13.43
9726,2025/03,4223000000,-941000000,-218000000,-1390000000,88073000000,1.54
9729,2025/03,10096000000,-11411000000,-5197000000,-4426000000,23885000000,6.75
9731,2025/12,2954000000,-1008000000,-1723000000,-1421000000,1543000000,6.62
9733,2025/03,8183000000,-7763000000,-8314000000,-2722000000,15932000000,14.81
9735,2025/03,167842000000,-100798000000,-85246000000,-101865000000,408404000000,13.99
9739,2025/03,3849000000,6407000000,-1414000000,-493000000,19666000000,7.69
9740,2026/02,-,-,-,-,-,7.09
9742,2025/03,1478000000,-288000000,1536000000,-1274000000,7991000000,3.64
9743,2026/01,-,-,-,-,-,3.49
9744,2025/03,13448000000,-998000000,-12189000000,-160000000,53005000000,10.11
9746,2025/09,12486000000,-360000000,-8943000000,-8934000000,33580000000,14.96
9749,2024/12,16239000000,4399000000,-21438000000,-10428000000,34306000000,5.11
9753,2025/03,838184000,-30706000,-145995000,-,6435423000,3.67
9755,2025/12,7878000000,2143000000,-4562000000,-1972000000,18015000000,10.33
9757,2025/12,7903588000,1964000000,-6849084000,-994225000,13359167000,23.71
9759,2025/03,12298000000,904000000,-10272000000,-841000000,29903000000,11.41
9760,2025/03,1230272000,14599000,424645000,-26000000,5476347000,19.7
9761,2025/03,1028372000,-1822460000,958491000,-2416000000,1972101000,5.59
9763,2025/03,24000000,-829000000,2361000000,-179000000,2000000000,0.11
9765,2025/05,-510393000,-119266000,-797419000,-152771000,1688902000,-2.82
9766,2025/03,114620000000,-67885000000,-25784000000,-64274000000,294216000000,27.19
9767,2025/03,94799000,-24535000,-269700000,-102977000,2735505000,1.72
9768,2025/12,1196402000,-1125457000,-910627000,-877000000,2925989000,4.86
9769,2025/03,2246025000,-110583000,-1249957000,-752205000,3143262000,16.9
9776,2025/03,730911000,-1240168000,-525743000,-1269080000,2931206000,3.63
9778,2026/02,-,-,-,-,-,8.12
9780,2025/03,850134000,-35545000,-235409000,-117426000,4197459000,3.03
9782,2025/03,669455000,-930069000,-1107986000,-952694000,7745050000,2.43
9783,2024/03,26043000000,16940000000,-33077000000,-22954000000,114111000000,6.34
9787,2025/02,13793000000,-3612000000,-7208000000,-3150000000,71204000000,4.08
9788,2025/03,4136000000,-557000000,-3074000000,-538000000,8560000000,6.92
9790,2025/03,5652000000,-2968000000,-1345000000,-957000000,21172000000,38.4
9791,2025/03,-2151613000,1895639000,-1208840000,-834000000,9322205000,-6.21
9793,2026/02,-,-,-,-,-,15.29
9795,2025/09,3382978000,-3193306000,-2020489000,-286468000,7579640000,21.35
9799,2025/03,927101000,-527543000,-480947000,-4877000,6197860000,5.86
9812,2025/05,1062759000,-471083000,-382947000,-558340000,683490000,4.39
9816,2025/03,258953000,-859197000,783017000,-170000000,2111907000,3.32
9818,2025/03,2021199000,-1666454000,-858366000,-1589663000,3107437000,6.05
9820,2025/03,295304000,-11807000,-111995000,-18048000,2007270000,7.48
9823,2025/09,10178000000,-9768000000,-543000000,-7788000000,2518000000,5.25
9824,2025/10,9436000000,-3859000000,-3755000000,-1148000000,31357000000,6.96
9827,2025/12,1555669000,81992000,-947627000,-109936000,3976298000,4.68
9828,2025/03,6787000000,-1772000000,-3585000000,-2064000000,11952000000,10.06
9830,2025/12,8183000000,-21565000000,19636000000,-20027000000,47408000000,2.56
9831,2025/03,51566000000,-35143000000,-4060000000,-45345000000,67553000000,3.17
9832,2025/03,3944000000,-18020000000,13973000000,-8926000000,31181000000,1.58
9835,2026/02,-,-,-,-,-,3.86
9837,2025/11,2994796000,-5015989000,-4142239000,-960000000,9401479000,5.27
9842,2026/02,-,-,-,-,-,6.5
9843,2025/03,144384000000,-127856000000,1295000000,-123885000000,136001000000,15.54
9845,2025/03,5714000000,-1379000000,-1446000000,-1926000000,18728000000,8.16
9846,2026/02,-,-,-,-,-,4.98
9849,2025/03,-257765000,43843000,-41738000,-46854000,807832000,-1.53
9850,2025/03,1649000000,-1561000000,-6793000000,-1413836000,5070733000,3.92
9852,2025/03,-,-,-,-,-,0.4
9853,2025/03,295000000,-320000000,-300000000,-248000000,1962116000,3.78
9854,2025/03,-155000000,94000000,-,-251000000,1793000000,-1.04
9856,2025/03,7326000000,-849000000,-3417000000,-1439000000,13258000000,4.58
9857,2025/03,725227000,-290075000,-887389000,-80859000,6096007000,1.54
9861,2026/02,-,-,-,-,-,6.51
9867,2025/03,1476061000,-137795000,-302199000,-83102000,10447493000,5.27
9869,2025/09,4068000000,-14876000000,-8406000000,-16059000000,70934000000,0.34
9872,2025/11,-471000000,-14000000,-258000000,-111000000,11103000000,-0.8
9873,2024/03,12896000000,222000000,-1702000000,-1668000000,33671000000,11.65
9876,2026/02,-,-,-,-,-,4.17
9878,2025/03,-107424000,-144232000,346494000,-217000000,504166000,-1.43
9880,2025/03,1711705000,-410034000,-3382889000,-1196251000,6340058000,4.08
9882,2025/03,16277000000,-16735000000,26855000000,-9326000000,31235000000,10.56
9885,2025/03,-1804000000,-2680000000,-509000000,-1300000000,7692000000,-15.62
9887,2025/03,8322597000,-17739892000,7143766000,-17327000000,13767291000,5.4
9888,2025/03,-1171278000,-508796000,2011361000,-516054000,6716174000,-2.33
9889,2025/03,6639000000,361000000,886000000,-173000000,17784000000,9.5
9890,2025/03,3104377000,-1371812000,-1233174000,-2381000000,4455840000,3.47
9895,2025/03,-538520000,-199750000,330639000,-218370000,1481242000,-5.23
9896,2025/03,5128000000,-2448000000,-8529000000,-2003000000,50319000000,1.3
9900,2025/03,2219558000,-2669775000,-1231446000,-2735441000,6335572000,6.34
9902,2025/03,4471000000,3272000000,-6320000000,-2573000000,15037000000,3.32
9903,2026/02,-,-,-,-,-,2.18
9904,2025/03,407000000,-37000000,-504000000,-76000000,1977000000,5.12
9906,2025/03,5243780000,-2757559000,-1447581000,-2529476000,19182125000,5.46
9908,2025/03,251240000,309919000,1508106000,-348000000,9900446000,0.21
9913,2025/03,2768000000,-1675000000,-1073000000,-2032000000,6220000000,6.17
9914,2025/03,-317610000,-11693000,-79690000,-6234000,598636000,-5.04
9919,2024/03,14083000000,-5602000000,-2355000000,-4952000000,14956000000,3.66
9924,2025/05,144565000,-211122000,-322747000,-273768000,1546428000,0.45
9927,2025/03,396000000,-144000000,-283000000,-75202000,1854020000,4.72
9928,2025/03,6357000000,-4373000000,-4502000000,-477000000,15459000000,13.77
9929,2025/03,260768000,-554337000,-171471000,-782453000,2373804000,1.63
9930,2025/03,-260116000,-864558000,-167723000,-456000,3880118000,-1.67
9932,2025/03,2669113000,-1754416000,-2075716000,-1700000000,7253862000,5.4
9934,2025/03,23279000000,-10455000000,-8371000000,-2693000000,66062000000,6.06
9936,2025/03,11215000000,-4574000000,-4826000000,-4771000000,38120000000,10.1
